split,filename,label
train,pos_val_7049.jpg,1
train,pos_val_8880.jpg,1
train,neg_train_4547_synthnorm9944.jpg,0
train,neg_train_11344.jpg,0
train,pos_val_8875_synthanom6082.jpg,1
train,neg_train_9211_synthnorm8219.jpg,0
train,neg_train_2470.jpg,0
train,neg_train_9211.jpg,0
train,neg_train_2311.jpg,0
train,neg_train_10937.jpg,0
train,neg_val_1619_synthnorm2819.jpg,0
train,neg_train_2509.jpg,0
train,pos_val_9237.jpg,1
train,pos_val_3800.jpg,1
train,pos_val_3816.jpg,1
train,neg_train_4706.jpg,0
train,pos_val_1352.jpg,1
train,neg_train_8489_synthnorm5345.jpg,0
train,pos_val_1333_synthanom14116.jpg,1
train,neg_train_1489.jpg,0
train,pos_val_7015.jpg,1
train,pos_val_7926.jpg,1
train,pos_val_1954_synthanom2674.jpg,1
train,pos_val_7986_synthanom4511.jpg,1
train,neg_train_3664.jpg,0
train,pos_val_7457.jpg,1
train,neg_train_5028_synthnorm4734.jpg,0
train,neg_train_6070.jpg,0
train,neg_train_9643_synthnorm7683.jpg,0
train,pos_val_6183.jpg,1
train,neg_train_2664.jpg,0
train,pos_val_5143.jpg,1
train,pos_val_6429_synthanom8785.jpg,1
train,neg_train_10864.jpg,0
train,neg_train_316.jpg,0
train,neg_train_2377.jpg,0
train,neg_train_7645.jpg,0
train,neg_train_11935_synthnorm5945.jpg,0
train,neg_val_1332.jpg,0
train,neg_train_5502_synthnorm2472.jpg,0
train,pos_val_2292.jpg,1
train,neg_train_1508_synthnorm9252.jpg,0
train,pos_val_898_synthanom2599.jpg,1
train,pos_val_7925_synthanom7832.jpg,1
train,neg_train_12411.jpg,0
train,neg_train_4341_synthnorm7258.jpg,0
train,neg_train_1599.jpg,0
train,neg_train_1163.jpg,0
train,neg_train_9270_synthnorm6791.jpg,0
train,neg_train_1687_synthnorm5728.jpg,0
train,pos_val_461_synthanom6865.jpg,1
train,neg_train_3735_synthnorm9657.jpg,0
train,neg_train_189.jpg,0
train,pos_val_7596_synthanom11063.jpg,1
train,neg_train_8467.jpg,0
train,neg_train_3815.jpg,0
train,neg_train_12297.jpg,0
train,pos_val_1976_synthanom9961.jpg,1
train,neg_val_1930.jpg,0
train,neg_train_11813_synthnorm7712.jpg,0
train,pos_val_1434_synthanom9217.jpg,1
train,pos_val_1539_synthanom14856.jpg,1
train,pos_val_1340_synthanom1752.jpg,1
train,pos_val_122_synthanom9702.jpg,1
train,neg_val_980.jpg,0
train,neg_val_35.jpg,0
train,neg_train_5333_synthnorm1373.jpg,0
train,neg_train_5518_synthnorm5807.jpg,0
train,neg_train_11386.jpg,0
train,pos_val_3442_synthanom8586.jpg,1
train,pos_val_1732_synthanom6738.jpg,1
train,neg_train_3978.jpg,0
train,neg_train_4253.jpg,0
train,neg_train_4648.jpg,0
train,pos_val_1140.jpg,1
train,pos_val_1904_synthanom779.jpg,1
train,neg_train_7593.jpg,0
train,neg_train_10238_synthnorm5306.jpg,0
train,pos_val_4617_synthanom3867.jpg,1
train,pos_val_6550_synthanom735.jpg,1
train,neg_train_13172.jpg,0
train,neg_train_4055.jpg,0
train,neg_val_921_synthnorm3922.jpg,0
train,neg_train_3810_synthnorm2562.jpg,0
train,neg_train_7186_synthnorm8427.jpg,0
train,pos_val_5409.jpg,1
train,neg_train_8878_synthnorm8915.jpg,0
train,pos_val_6518_synthanom13150.jpg,1
train,neg_train_12425.jpg,0
train,neg_val_180.jpg,0
train,neg_train_11886.jpg,0
